,album_title,track_specific_info,version_ids,has_track_specific_info_in_release_credits,title,track_artist,album,labels,release_year,instruments,genre,format,countries_of_release,catalog_numbers,requires_manual_check,id_str,url,position,release_id,duration
95,Hearts And Bones,"Keyboards -> tracks: 1, 5, 10","1792006, 1607691, 10611736, 11121689, 4459553, 4119598, 3188782, 13338171, 15800892, 2349629, 14411323, 18697285, 13177418, 7524939, 3332171, 19846738, 5727830, 4637791, 17949283, 22770287, 14754928, 12174962, 9758836, 14710903, 15124090, 23222402, 15643783, 7217291, 6666904, 10974369, 6710955, 3322032, 11910325, 1177784, 5847237, 13876933, 1274583, 14852088, 10014431, 14800625, 8749302, 2767096, 10739457, 15632660, 15138597, 3034413, 1710387, 3168564, 7295799, 2581303, 3673409, 19617613, 4767566, 3195215, 14430040, 5268317, 5713763, 6147966, 15691653, 8016283, 16175515, 23133617, 13726644, 5250488, 14933434, 3913149, 14142910, 12075453, 11839945, 14812106, 12109261, 14085590, 5397469, 4553698, 2735589, 13682158, 12384240, 14624248, 6450175",True,Allergies,Paul Simon,Hearts And Bones,Warner Bros. Records,2004,Keyboards,"Pop, Rock",CD,US,R2 78903,True,Allergies in Hearts And Bones,https://www.discogs.com/release/4459553-Paul-Simon-Hearts-And-Bones,1,4459553,4:39
96,Hearts And Bones,"Keyboards -> tracks: 1, 5, 10","1792006, 1607691, 10611736, 11121689, 4459553, 4119598, 3188782, 13338171, 15800892, 2349629, 14411323, 18697285, 13177418, 7524939, 3332171, 19846738, 5727830, 4637791, 17949283, 22770287, 14754928, 12174962, 9758836, 14710903, 15124090, 23222402, 15643783, 7217291, 6666904, 10974369, 6710955, 3322032, 11910325, 1177784, 5847237, 13876933, 1274583, 14852088, 10014431, 14800625, 8749302, 2767096, 10739457, 15632660, 15138597, 3034413, 1710387, 3168564, 7295799, 2581303, 3673409, 19617613, 4767566, 3195215, 14430040, 5268317, 5713763, 6147966, 15691653, 8016283, 16175515, 23133617, 13726644, 5250488, 14933434, 3913149, 14142910, 12075453, 11839945, 14812106, 12109261, 14085590, 5397469, 4553698, 2735589, 13682158, 12384240, 14624248, 6450175",True,Allergies,Paul Simon,Hearts And Bones,Warner Bros. Records,2004,Keyboards,Rock,CD,Europe,8122-78903-2,True,Allergies in Hearts And Bones,https://www.discogs.com/release/12075453-Paul-Simon-Hearts-And-Bones,1,12075453,
97,Hearts And Bones,,"1792006, 1607691, 10611736, 11121689, 4459553, 4119598, 3188782, 13338171, 15800892, 2349629, 14411323, 18697285, 13177418, 7524939, 3332171, 19846738, 5727830, 4637791, 17949283, 22770287, 14754928, 12174962, 9758836, 14710903, 15124090, 23222402, 15643783, 7217291, 6666904, 10974369, 6710955, 3322032, 11910325, 1177784, 5847237, 13876933, 1274583, 14852088, 10014431, 14800625, 8749302, 2767096, 10739457, 15632660, 15138597, 3034413, 1710387, 3168564, 7295799, 2581303, 3673409, 19617613, 4767566, 3195215, 14430040, 5268317, 5713763, 6147966, 15691653, 8016283, 16175515, 23133617, 13726644, 5250488, 14933434, 3913149, 14142910, 12075453, 11839945, 14812106, 12109261, 14085590, 5397469, 4553698, 2735589, 13682158, 12384240, 14624248, 6450175",True,Allergies,Paul Simon,Hearts And Bones,Legacy,2010,Piano,Rock,File,,none,False,Allergies in Hearts And Bones,https://www.discogs.com/release/14852088-Paul-Simon-Hearts-And-Bones,1,14852088,4:39
98,Hearts And Bones,"Keyboards -> tracks: 1, 5, 10","1792006, 1607691, 10611736, 11121689, 4459553, 4119598, 3188782, 13338171, 15800892, 2349629, 14411323, 18697285, 13177418, 7524939, 3332171, 19846738, 5727830, 4637791, 17949283, 22770287, 14754928, 12174962, 9758836, 14710903, 15124090, 23222402, 15643783, 7217291, 6666904, 10974369, 6710955, 3322032, 11910325, 1177784, 5847237, 13876933, 1274583, 14852088, 10014431, 14800625, 8749302, 2767096, 10739457, 15632660, 15138597, 3034413, 1710387, 3168564, 7295799, 2581303, 3673409, 19617613, 4767566, 3195215, 14430040, 5268317, 5713763, 6147966, 15691653, 8016283, 16175515, 23133617, 13726644, 5250488, 14933434, 3913149, 14142910, 12075453, 11839945, 14812106, 12109261, 14085590, 5397469, 4553698, 2735589, 13682158, 12384240, 14624248, 6450175",True,Allergies,Paul Simon,Hearts And Bones,"Legacy, Sony Music",2011,Keyboards,"Pop, Rock",CD,Europe,88697932692,True,Allergies in Hearts And Bones,https://www.discogs.com/release/3188782-Paul-Simon-Hearts-And-Bones,1,3188782,4:39
99,Hearts And Bones,,"1792006, 1607691, 10611736, 11121689, 4459553, 4119598, 3188782, 13338171, 15800892, 2349629, 14411323, 18697285, 13177418, 7524939, 3332171, 19846738, 5727830, 4637791, 17949283, 22770287, 14754928, 12174962, 9758836, 14710903, 15124090, 23222402, 15643783, 7217291, 6666904, 10974369, 6710955, 3322032, 11910325, 1177784, 5847237, 13876933, 1274583, 14852088, 10014431, 14800625, 8749302, 2767096, 10739457, 15632660, 15138597, 3034413, 1710387, 3168564, 7295799, 2581303, 3673409, 19617613, 4767566, 3195215, 14430040, 5268317, 5713763, 6147966, 15691653, 8016283, 16175515, 23133617, 13726644, 5250488, 14933434, 3913149, 14142910, 12075453, 11839945, 14812106, 12109261, 14085590, 5397469, 4553698, 2735589, 13682158, 12384240, 14624248, 6450175",True,Allergies,Paul Simon,Hearts And Bones,Legacy Recordings (2),2015,Piano,Rock,File,Germany,none,False,Allergies in Hearts And Bones,https://www.discogs.com/release/13726644-Paul-Simon-Hearts-And-Bones,1,13726644,4:39
100,Hearts And Bones,,"1792006, 1607691, 10611736, 11121689, 4459553, 4119598, 3188782, 13338171, 15800892, 2349629, 14411323, 18697285, 13177418, 7524939, 3332171, 19846738, 5727830, 4637791, 17949283, 22770287, 14754928, 12174962, 9758836, 14710903, 15124090, 23222402, 15643783, 7217291, 6666904, 10974369, 6710955, 3322032, 11910325, 1177784, 5847237, 13876933, 1274583, 14852088, 10014431, 14800625, 8749302, 2767096, 10739457, 15632660, 15138597, 3034413, 1710387, 3168564, 7295799, 2581303, 3673409, 19617613, 4767566, 3195215, 14430040, 5268317, 5713763, 6147966, 15691653, 8016283, 16175515, 23133617, 13726644, 5250488, 14933434, 3913149, 14142910, 12075453, 11839945, 14812106, 12109261, 14085590, 5397469, 4553698, 2735589, 13682158, 12384240, 14624248, 6450175",True,Allergies (alergias),Paul Simon,Hearts And Bones,Warner Bros. Records,1983,Electric Piano [Fender Rhodes],Rock,Vinyl,Argentina,83.456,False,Allergies (alergias) in Hearts And Bones,https://www.discogs.com/release/8016283-Paul-Simon-Hearts-And-Bones-Corazones-y-Huesos,A1,8016283,4:37
101,Hearts And Bones,,"1792006, 1607691, 10611736, 11121689, 4459553, 4119598, 3188782, 13338171, 15800892, 2349629, 14411323, 18697285, 13177418, 7524939, 3332171, 19846738, 5727830, 4637791, 17949283, 22770287, 14754928, 12174962, 9758836, 14710903, 15124090, 23222402, 15643783, 7217291, 6666904, 10974369, 6710955, 3322032, 11910325, 1177784, 5847237, 13876933, 1274583, 14852088, 10014431, 14800625, 8749302, 2767096, 10739457, 15632660, 15138597, 3034413, 1710387, 3168564, 7295799, 2581303, 3673409, 19617613, 4767566, 3195215, 14430040, 5268317, 5713763, 6147966, 15691653, 8016283, 16175515, 23133617, 13726644, 5250488, 14933434, 3913149, 14142910, 12075453, 11839945, 14812106, 12109261, 14085590, 5397469, 4553698, 2735589, 13682158, 12384240, 14624248, 6450175",True,Bonus Tracks,Paul Simon,Hearts And Bones,Legacy,2010,Piano,Rock,File,,none,False,Bonus Tracks in Hearts And Bones,https://www.discogs.com/release/14852088-Paul-Simon-Hearts-And-Bones,,14852088,
102,Hearts And Bones,,"1792006, 1607691, 10611736, 11121689, 4459553, 4119598, 3188782, 13338171, 15800892, 2349629, 14411323, 18697285, 13177418, 7524939, 3332171, 19846738, 5727830, 4637791, 17949283, 22770287, 14754928, 12174962, 9758836, 14710903, 15124090, 23222402, 15643783, 7217291, 6666904, 10974369, 6710955, 3322032, 11910325, 1177784, 5847237, 13876933, 1274583, 14852088, 10014431, 14800625, 8749302, 2767096, 10739457, 15632660, 15138597, 3034413, 1710387, 3168564, 7295799, 2581303, 3673409, 19617613, 4767566, 3195215, 14430040, 5268317, 5713763, 6147966, 15691653, 8016283, 16175515, 23133617, 13726644, 5250488, 14933434, 3913149, 14142910, 12075453, 11839945, 14812106, 12109261, 14085590, 5397469, 4553698, 2735589, 13682158, 12384240, 14624248, 6450175",True,Bonus Tracks,Paul Simon,Hearts And Bones,Legacy Recordings (2),2015,Piano,Rock,File,Germany,none,False,Bonus Tracks in Hearts And Bones,https://www.discogs.com/release/13726644-Paul-Simon-Hearts-And-Bones,,13726644,
103,Hearts And Bones,"Keyboards -> tracks: 1, 5, 10","1792006, 1607691, 10611736, 11121689, 4459553, 4119598, 3188782, 13338171, 15800892, 2349629, 14411323, 18697285, 13177418, 7524939, 3332171, 19846738, 5727830, 4637791, 17949283, 22770287, 14754928, 12174962, 9758836, 14710903, 15124090, 23222402, 15643783, 7217291, 6666904, 10974369, 6710955, 3322032, 11910325, 1177784, 5847237, 13876933, 1274583, 14852088, 10014431, 14800625, 8749302, 2767096, 10739457, 15632660, 15138597, 3034413, 1710387, 3168564, 7295799, 2581303, 3673409, 19617613, 4767566, 3195215, 14430040, 5268317, 5713763, 6147966, 15691653, 8016283, 16175515, 23133617, 13726644, 5250488, 14933434, 3913149, 14142910, 12075453, 11839945, 14812106, 12109261, 14085590, 5397469, 4553698, 2735589, 13682158, 12384240, 14624248, 6450175",True,Bonus Tracks (All Previously Unissued),Paul Simon,Hearts And Bones,Warner Bros. Records,2004,Keyboards,Rock,CD,Europe,"R2 78903, 8122-78903-2",True,Bonus Tracks (All Previously Unissued) in Hearts And Bones,https://www.discogs.com/release/2735589-Paul-Simon-Hearts-And-Bones,,2735589,
104,Hearts And Bones,"Keyboards -> tracks: 1, 5, 10","1792006, 1607691, 10611736, 11121689, 4459553, 4119598, 3188782, 13338171, 15800892, 2349629, 14411323, 18697285, 13177418, 7524939, 3332171, 19846738, 5727830, 4637791, 17949283, 22770287, 14754928, 12174962, 9758836, 14710903, 15124090, 23222402, 15643783, 7217291, 6666904, 10974369, 6710955, 3322032, 11910325, 1177784, 5847237, 13876933, 1274583, 14852088, 10014431, 14800625, 8749302, 2767096, 10739457, 15632660, 15138597, 3034413, 1710387, 3168564, 7295799, 2581303, 3673409, 19617613, 4767566, 3195215, 14430040, 5268317, 5713763, 6147966, 15691653, 8016283, 16175515, 23133617, 13726644, 5250488, 14933434, 3913149, 14142910, 12075453, 11839945, 14812106, 12109261, 14085590, 5397469, 4553698, 2735589, 13682158, 12384240, 14624248, 6450175",True,Bonus Tracks (All Previously Unissued),Paul Simon,Hearts And Bones,Warner Bros. Records,2004,Keyboards,"Pop, Rock",CD,US,R2 78903,True,Bonus Tracks (All Previously Unissued) in Hearts And Bones,https://www.discogs.com/release/4459553-Paul-Simon-Hearts-And-Bones,,4459553,
105,Hearts And Bones,"Keyboards -> tracks: 1, 5, 10","1792006, 1607691, 10611736, 11121689, 4459553, 4119598, 3188782, 13338171, 15800892, 2349629, 14411323, 18697285, 13177418, 7524939, 3332171, 19846738, 5727830, 4637791, 17949283, 22770287, 14754928, 12174962, 9758836, 14710903, 15124090, 23222402, 15643783, 7217291, 6666904, 10974369, 6710955, 3322032, 11910325, 1177784, 5847237, 13876933, 1274583, 14852088, 10014431, 14800625, 8749302, 2767096, 10739457, 15632660, 15138597, 3034413, 1710387, 3168564, 7295799, 2581303, 3673409, 19617613, 4767566, 3195215, 14430040, 5268317, 5713763, 6147966, 15691653, 8016283, 16175515, 23133617, 13726644, 5250488, 14933434, 3913149, 14142910, 12075453, 11839945, 14812106, 12109261, 14085590, 5397469, 4553698, 2735589, 13682158, 12384240, 14624248, 6450175",True,Bonus Tracks (All Previously Unissued),Paul Simon,Hearts And Bones,Warner Bros. Records,2004,Keyboards,Rock,CD,Europe,8122-78903-2,True,Bonus Tracks (All Previously Unissued) in Hearts And Bones,https://www.discogs.com/release/12075453-Paul-Simon-Hearts-And-Bones,,12075453,
106,Hearts And Bones,"Keyboards -> tracks: 1, 5, 10","1792006, 1607691, 10611736, 11121689, 4459553, 4119598, 3188782, 13338171, 15800892, 2349629, 14411323, 18697285, 13177418, 7524939, 3332171, 19846738, 5727830, 4637791, 17949283, 22770287, 14754928, 12174962, 9758836, 14710903, 15124090, 23222402, 15643783, 7217291, 6666904, 10974369, 6710955, 3322032, 11910325, 1177784, 5847237, 13876933, 1274583, 14852088, 10014431, 14800625, 8749302, 2767096, 10739457, 15632660, 15138597, 3034413, 1710387, 3168564, 7295799, 2581303, 3673409, 19617613, 4767566, 3195215, 14430040, 5268317, 5713763, 6147966, 15691653, 8016283, 16175515, 23133617, 13726644, 5250488, 14933434, 3913149, 14142910, 12075453, 11839945, 14812106, 12109261, 14085590, 5397469, 4553698, 2735589, 13682158, 12384240, 14624248, 6450175",True,Bonus Tracks (All Previously Unissued),Paul Simon,Hearts And Bones,"Legacy, Sony Music",2011,Keyboards,"Pop, Rock",CD,Europe,88697932692,True,Bonus Tracks (All Previously Unissued) in Hearts And Bones,https://www.discogs.com/release/3188782-Paul-Simon-Hearts-And-Bones,,3188782,
107,Hearts And Bones,"Keyboards -> tracks: A1, A5, B5","1792006, 1607691, 10611736, 11121689, 4459553, 4119598, 3188782, 13338171, 15800892, 2349629, 14411323, 18697285, 13177418, 7524939, 3332171, 19846738, 5727830, 4637791, 17949283, 22770287, 14754928, 12174962, 9758836, 14710903, 15124090, 23222402, 15643783, 7217291, 6666904, 10974369, 6710955, 3322032, 11910325, 1177784, 5847237, 13876933, 1274583, 14852088, 10014431, 14800625, 8749302, 2767096, 10739457, 15632660, 15138597, 3034413, 1710387, 3168564, 7295799, 2581303, 3673409, 19617613, 4767566, 3195215, 14430040, 5268317, 5713763, 6147966, 15691653, 8016283, 16175515, 23133617, 13726644, 5250488, 14933434, 3913149, 14142910, 12075453, 11839945, 14812106, 12109261, 14085590, 5397469, 4553698, 2735589, 13682158, 12384240, 14624248, 6450175",True,Cars Are Cars,Paul Simon,Hearts And Bones,Warner Bros. Records,1983,Keyboards,Rock,Vinyl,US,"W1-23942, 9 23942-1, 9 W1-23942",True,Cars Are Cars in Hearts And Bones,https://www.discogs.com/release/1607691-Paul-Simon-Hearts-And-Bones,B4,1607691,3:15
108,Hearts And Bones,"Keyboards -> tracks: A1, A5, B5","1792006, 1607691, 10611736, 11121689, 4459553, 4119598, 3188782, 13338171, 15800892, 2349629, 14411323, 18697285, 13177418, 7524939, 3332171, 19846738, 5727830, 4637791, 17949283, 22770287, 14754928, 12174962, 9758836, 14710903, 15124090, 23222402, 15643783, 7217291, 6666904, 10974369, 6710955, 3322032, 11910325, 1177784, 5847237, 13876933, 1274583, 14852088, 10014431, 14800625, 8749302, 2767096, 10739457, 15632660, 15138597, 3034413, 1710387, 3168564, 7295799, 2581303, 3673409, 19617613, 4767566, 3195215, 14430040, 5268317, 5713763, 6147966, 15691653, 8016283, 16175515, 23133617, 13726644, 5250488, 14933434, 3913149, 14142910, 12075453, 11839945, 14812106, 12109261, 14085590, 5397469, 4553698, 2735589, 13682158, 12384240, 14624248, 6450175",True,Cars Are Cars,Paul Simon,Hearts And Bones,Warner Bros. Records,1983,Keyboards,Rock,Vinyl,US,9 23942-1,True,Cars Are Cars in Hearts And Bones,https://www.discogs.com/release/3034413-Paul-Simon-Hearts-And-Bones,B4,3034413,3:15
109,Hearts And Bones,"Keyboards -> tracks: A1, A5, B5","1792006, 1607691, 10611736, 11121689, 4459553, 4119598, 3188782, 13338171, 15800892, 2349629, 14411323, 18697285, 13177418, 7524939, 3332171, 19846738, 5727830, 4637791, 17949283, 22770287, 14754928, 12174962, 9758836, 14710903, 15124090, 23222402, 15643783, 7217291, 6666904, 10974369, 6710955, 3322032, 11910325, 1177784, 5847237, 13876933, 1274583, 14852088, 10014431, 14800625, 8749302, 2767096, 10739457, 15632660, 15138597, 3034413, 1710387, 3168564, 7295799, 2581303, 3673409, 19617613, 4767566, 3195215, 14430040, 5268317, 5713763, 6147966, 15691653, 8016283, 16175515, 23133617, 13726644, 5250488, 14933434, 3913149, 14142910, 12075453, 11839945, 14812106, 12109261, 14085590, 5397469, 4553698, 2735589, 13682158, 12384240, 14624248, 6450175",True,Cars Are Cars,Paul Simon,Hearts And Bones,Warner Bros. Records,1983,Keyboards,Rock,Vinyl,US,"W1-23942, 9 23942-1",True,Cars Are Cars in Hearts And Bones,https://www.discogs.com/release/17949283-Paul-Simon-Hearts-And-Bones,B4,17949283,3:15
110,Hearts And Bones,"Keyboards -> tracks: 1, 5, 10","1792006, 1607691, 10611736, 11121689, 4459553, 4119598, 3188782, 13338171, 15800892, 2349629, 14411323, 18697285, 13177418, 7524939, 3332171, 19846738, 5727830, 4637791, 17949283, 22770287, 14754928, 12174962, 9758836, 14710903, 15124090, 23222402, 15643783, 7217291, 6666904, 10974369, 6710955, 3322032, 11910325, 1177784, 5847237, 13876933, 1274583, 14852088, 10014431, 14800625, 8749302, 2767096, 10739457, 15632660, 15138597, 3034413, 1710387, 3168564, 7295799, 2581303, 3673409, 19617613, 4767566, 3195215, 14430040, 5268317, 5713763, 6147966, 15691653, 8016283, 16175515, 23133617, 13726644, 5250488, 14933434, 3913149, 14142910, 12075453, 11839945, 14812106, 12109261, 14085590, 5397469, 4553698, 2735589, 13682158, 12384240, 14624248, 6450175",True,Cars Are Cars,Paul Simon,Hearts And Bones,Warner Bros. Records,2004,Keyboards,Rock,CD,Europe,"R2 78903, 8122-78903-2",True,Cars Are Cars in Hearts And Bones,https://www.discogs.com/release/2735589-Paul-Simon-Hearts-And-Bones,9,2735589,
111,Hearts And Bones,"Keyboards -> tracks: 1, 5, 10","1792006, 1607691, 10611736, 11121689, 4459553, 4119598, 3188782, 13338171, 15800892, 2349629, 14411323, 18697285, 13177418, 7524939, 3332171, 19846738, 5727830, 4637791, 17949283, 22770287, 14754928, 12174962, 9758836, 14710903, 15124090, 23222402, 15643783, 7217291, 6666904, 10974369, 6710955, 3322032, 11910325, 1177784, 5847237, 13876933, 1274583, 14852088, 10014431, 14800625, 8749302, 2767096, 10739457, 15632660, 15138597, 3034413, 1710387, 3168564, 7295799, 2581303, 3673409, 19617613, 4767566, 3195215, 14430040, 5268317, 5713763, 6147966, 15691653, 8016283, 16175515, 23133617, 13726644, 5250488, 14933434, 3913149, 14142910, 12075453, 11839945, 14812106, 12109261, 14085590, 5397469, 4553698, 2735589, 13682158, 12384240, 14624248, 6450175",True,Cars Are Cars,Paul Simon,Hearts And Bones,Warner Bros. Records,2004,Keyboards,"Pop, Rock",CD,US,R2 78903,True,Cars Are Cars in Hearts And Bones,https://www.discogs.com/release/4459553-Paul-Simon-Hearts-And-Bones,9,4459553,3:15
112,Hearts And Bones,"Keyboards -> tracks: 1, 5, 10","1792006, 1607691, 10611736, 11121689, 4459553, 4119598, 3188782, 13338171, 15800892, 2349629, 14411323, 18697285, 13177418, 7524939, 3332171, 19846738, 5727830, 4637791, 17949283, 22770287, 14754928, 12174962, 9758836, 14710903, 15124090, 23222402, 15643783, 7217291, 6666904, 10974369, 6710955, 3322032, 11910325, 1177784, 5847237, 13876933, 1274583, 14852088, 10014431, 14800625, 8749302, 2767096, 10739457, 15632660, 15138597, 3034413, 1710387, 3168564, 7295799, 2581303, 3673409, 19617613, 4767566, 3195215, 14430040, 5268317, 5713763, 6147966, 15691653, 8016283, 16175515, 23133617, 13726644, 5250488, 14933434, 3913149, 14142910, 12075453, 11839945, 14812106, 12109261, 14085590, 5397469, 4553698, 2735589, 13682158, 12384240, 14624248, 6450175",True,Cars Are Cars,Paul Simon,Hearts And Bones,Warner Bros. Records,2004,Keyboards,Rock,CD,Europe,8122-78903-2,True,Cars Are Cars in Hearts And Bones,https://www.discogs.com/release/12075453-Paul-Simon-Hearts-And-Bones,9,12075453,
113,Hearts And Bones,,"1792006, 1607691, 10611736, 11121689, 4459553, 4119598, 3188782, 13338171, 15800892, 2349629, 14411323, 18697285, 13177418, 7524939, 3332171, 19846738, 5727830, 4637791, 17949283, 22770287, 14754928, 12174962, 9758836, 14710903, 15124090, 23222402, 15643783, 7217291, 6666904, 10974369, 6710955, 3322032, 11910325, 1177784, 5847237, 13876933, 1274583, 14852088, 10014431, 14800625, 8749302, 2767096, 10739457, 15632660, 15138597, 3034413, 1710387, 3168564, 7295799, 2581303, 3673409, 19617613, 4767566, 3195215, 14430040, 5268317, 5713763, 6147966, 15691653, 8016283, 16175515, 23133617, 13726644, 5250488, 14933434, 3913149, 14142910, 12075453, 11839945, 14812106, 12109261, 14085590, 5397469, 4553698, 2735589, 13682158, 12384240, 14624248, 6450175",True,Cars Are Cars,Paul Simon,Hearts And Bones,Legacy,2010,Piano,Rock,File,,none,False,Cars Are Cars in Hearts And Bones,https://www.discogs.com/release/14852088-Paul-Simon-Hearts-And-Bones,9,14852088,3:15
114,Hearts And Bones,"Keyboards -> tracks: 1, 5, 10","1792006, 1607691, 10611736, 11121689, 4459553, 4119598, 3188782, 13338171, 15800892, 2349629, 14411323, 18697285, 13177418, 7524939, 3332171, 19846738, 5727830, 4637791, 17949283, 22770287, 14754928, 12174962, 9758836, 14710903, 15124090, 23222402, 15643783, 7217291, 6666904, 10974369, 6710955, 3322032, 11910325, 1177784, 5847237, 13876933, 1274583, 14852088, 10014431, 14800625, 8749302, 2767096, 10739457, 15632660, 15138597, 3034413, 1710387, 3168564, 7295799, 2581303, 3673409, 19617613, 4767566, 3195215, 14430040, 5268317, 5713763, 6147966, 15691653, 8016283, 16175515, 23133617, 13726644, 5250488, 14933434, 3913149, 14142910, 12075453, 11839945, 14812106, 12109261, 14085590, 5397469, 4553698, 2735589, 13682158, 12384240, 14624248, 6450175",True,Cars Are Cars,Paul Simon,Hearts And Bones,"Legacy, Sony Music",2011,Keyboards,"Pop, Rock",CD,Europe,88697932692,True,Cars Are Cars in Hearts And Bones,https://www.discogs.com/release/3188782-Paul-Simon-Hearts-And-Bones,9,3188782,3:15
115,Hearts And Bones,,"1792006, 1607691, 10611736, 11121689, 4459553, 4119598, 3188782, 13338171, 15800892, 2349629, 14411323, 18697285, 13177418, 7524939, 3332171, 19846738, 5727830, 4637791, 17949283, 22770287, 14754928, 12174962, 9758836, 14710903, 15124090, 23222402, 15643783, 7217291, 6666904, 10974369, 6710955, 3322032, 11910325, 1177784, 5847237, 13876933, 1274583, 14852088, 10014431, 14800625, 8749302, 2767096, 10739457, 15632660, 15138597, 3034413, 1710387, 3168564, 7295799, 2581303, 3673409, 19617613, 4767566, 3195215, 14430040, 5268317, 5713763, 6147966, 15691653, 8016283, 16175515, 23133617, 13726644, 5250488, 14933434, 3913149, 14142910, 12075453, 11839945, 14812106, 12109261, 14085590, 5397469, 4553698, 2735589, 13682158, 12384240, 14624248, 6450175",True,Cars Are Cars,Paul Simon,Hearts And Bones,Legacy Recordings (2),2015,Piano,Rock,File,Germany,none,False,Cars Are Cars in Hearts And Bones,https://www.discogs.com/release/13726644-Paul-Simon-Hearts-And-Bones,9,13726644,3:15
116,Hearts And Bones,"Keyboards -> tracks: A1, A5, B5","1792006, 1607691, 10611736, 11121689, 4459553, 4119598, 3188782, 13338171, 15800892, 2349629, 14411323, 18697285, 13177418, 7524939, 3332171, 19846738, 5727830, 4637791, 17949283, 22770287, 14754928, 12174962, 9758836, 14710903, 15124090, 23222402, 15643783, 7217291, 6666904, 10974369, 6710955, 3322032, 11910325, 1177784, 5847237, 13876933, 1274583, 14852088, 10014431, 14800625, 8749302, 2767096, 10739457, 15632660, 15138597, 3034413, 1710387, 3168564, 7295799, 2581303, 3673409, 19617613, 4767566, 3195215, 14430040, 5268317, 5713763, 6147966, 15691653, 8016283, 16175515, 23133617, 13726644, 5250488, 14933434, 3913149, 14142910, 12075453, 11839945, 14812106, 12109261, 14085590, 5397469, 4553698, 2735589, 13682158, 12384240, 14624248, 6450175",True,Hearts And Bones,Paul Simon,Hearts And Bones,Warner Bros. Records,1983,Keyboards,Rock,Vinyl,US,"W1-23942, 9 23942-1, 9 W1-23942",True,Hearts And Bones in Hearts And Bones,https://www.discogs.com/release/1607691-Paul-Simon-Hearts-And-Bones,A2,1607691,5:37
117,Hearts And Bones,"Keyboards -> tracks: A1, A5, B5","1792006, 1607691, 10611736, 11121689, 4459553, 4119598, 3188782, 13338171, 15800892, 2349629, 14411323, 18697285, 13177418, 7524939, 3332171, 19846738, 5727830, 4637791, 17949283, 22770287, 14754928, 12174962, 9758836, 14710903, 15124090, 23222402, 15643783, 7217291, 6666904, 10974369, 6710955, 3322032, 11910325, 1177784, 5847237, 13876933, 1274583, 14852088, 10014431, 14800625, 8749302, 2767096, 10739457, 15632660, 15138597, 3034413, 1710387, 3168564, 7295799, 2581303, 3673409, 19617613, 4767566, 3195215, 14430040, 5268317, 5713763, 6147966, 15691653, 8016283, 16175515, 23133617, 13726644, 5250488, 14933434, 3913149, 14142910, 12075453, 11839945, 14812106, 12109261, 14085590, 5397469, 4553698, 2735589, 13682158, 12384240, 14624248, 6450175",True,Hearts And Bones,Paul Simon,Hearts And Bones,Warner Bros. Records,1983,Keyboards,Rock,Vinyl,US,9 23942-1,True,Hearts And Bones in Hearts And Bones,https://www.discogs.com/release/3034413-Paul-Simon-Hearts-And-Bones,A2,3034413,5:37
118,Hearts And Bones,"Keyboards -> tracks: A1, A5, B5","1792006, 1607691, 10611736, 11121689, 4459553, 4119598, 3188782, 13338171, 15800892, 2349629, 14411323, 18697285, 13177418, 7524939, 3332171, 19846738, 5727830, 4637791, 17949283, 22770287, 14754928, 12174962, 9758836, 14710903, 15124090, 23222402, 15643783, 7217291, 6666904, 10974369, 6710955, 3322032, 11910325, 1177784, 5847237, 13876933, 1274583, 14852088, 10014431, 14800625, 8749302, 2767096, 10739457, 15632660, 15138597, 3034413, 1710387, 3168564, 7295799, 2581303, 3673409, 19617613, 4767566, 3195215, 14430040, 5268317, 5713763, 6147966, 15691653, 8016283, 16175515, 23133617, 13726644, 5250488, 14933434, 3913149, 14142910, 12075453, 11839945, 14812106, 12109261, 14085590, 5397469, 4553698, 2735589, 13682158, 12384240, 14624248, 6450175",True,Hearts And Bones,Paul Simon,Hearts And Bones,Warner Bros. Records,1983,Keyboards,Rock,Vinyl,US,"W1-23942, 9 23942-1",True,Hearts And Bones in Hearts And Bones,https://www.discogs.com/release/17949283-Paul-Simon-Hearts-And-Bones,A2,17949283,5:37
119,Hearts And Bones,"Keyboards -> tracks: 1, 5, 10","1792006, 1607691, 10611736, 11121689, 4459553, 4119598, 3188782, 13338171, 15800892, 2349629, 14411323, 18697285, 13177418, 7524939, 3332171, 19846738, 5727830, 4637791, 17949283, 22770287, 14754928, 12174962, 9758836, 14710903, 15124090, 23222402, 15643783, 7217291, 6666904, 10974369, 6710955, 3322032, 11910325, 1177784, 5847237, 13876933, 1274583, 14852088, 10014431, 14800625, 8749302, 2767096, 10739457, 15632660, 15138597, 3034413, 1710387, 3168564, 7295799, 2581303, 3673409, 19617613, 4767566, 3195215, 14430040, 5268317, 5713763, 6147966, 15691653, 8016283, 16175515, 23133617, 13726644, 5250488, 14933434, 3913149, 14142910, 12075453, 11839945, 14812106, 12109261, 14085590, 5397469, 4553698, 2735589, 13682158, 12384240, 14624248, 6450175",True,Hearts And Bones,Paul Simon,Hearts And Bones,Warner Bros. Records,2004,Keyboards,Rock,CD,Europe,"R2 78903, 8122-78903-2",True,Hearts And Bones in Hearts And Bones,https://www.discogs.com/release/2735589-Paul-Simon-Hearts-And-Bones,2,2735589,
